Wavelength (nm)	U	B	V	R	I
656.5	-0.000006	0.000044	0.044565	0.593446	-0.000012
657.0	-0.000001	0.000056	0.043241	0.591154	-0.000013
657.5	0.000000	0.000046	0.041924	0.588783	-0.000003
658.0	0.000001	0.000057	0.040613	0.586156	-0.000007
658.5	-0.000014	0.000049	0.039384	0.583838	-0.000004
659.0	-0.000005	0.000055	0.038142	0.581286	-0.000010
659.5	-0.000004	0.000051	0.036982	0.578919	0.000002
660.0	0.000008	0.000049	0.035823	0.576406	-0.000015
660.5	-0.000010	0.000056	0.034653	0.573860	-0.000011
661.0	-0.000006	0.000050	0.033584	0.571537	-0.000002
661.5	-0.000001	0.000044	0.032486	0.568885	-0.000013
662.0	0.000000	0.000057	0.031392	0.566361	-0.000001
662.5	0.000006	0.000057	0.030408	0.563845	0.000006
663.0	-0.000007	0.000065	0.029398	0.561395	0.000003
663.5	0.000001	0.000065	0.028429	0.559058	-0.000005
664.0	-0.000008	0.000071	0.027524	0.556493	-0.000004
664.5	-0.000003	0.000056	0.026602	0.554051	-0.000005
665.0	0.000004	0.000066	0.025722	0.551514	-0.000006
665.5	-0.000012	0.000081	0.024870	0.549032	-0.000019
666.0	-0.000007	0.000072	0.024005	0.546550	0.000001
666.5	0.000000	0.000093	0.023218	0.544063	-0.000005
667.0	-0.000007	0.000080	0.022419	0.541569	-0.000010
667.5	-0.000001	0.000088	0.021638	0.538890	0.000010
668.0	0.000001	0.000096	0.020911	0.536557	0.000000
668.5	-0.000005	0.000100	0.020185	0.534135	0.000001
669.0	-0.000012	0.000083	0.019490	0.531519	0.000007
669.5	-0.000007	0.000106	0.018816	0.529104	-0.000006
670.0	-0.000008	0.000098	0.018155	0.526383	-0.000002
670.5	-0.000002	0.000090	0.017527	0.524103	-0.000014
671.0	-0.000002	0.000112	0.016894	0.521433	-0.000001
671.5	-0.000003	0.000121	0.016270	0.518736	0.000009
672.0	-0.000005	0.000123	0.015690	0.516331	-0.000010
672.5	-0.000009	0.000125	0.015125	0.513686	0.000002
673.0	-0.000009	0.000141	0.014588	0.511238	0.000005
673.5	0.000001	0.000134	0.014053	0.508541	-0.000014
674.0	-0.000004	0.000130	0.013520	0.505833	0.000013
674.5	-0.000009	0.000149	0.013044	0.503300	-0.000004
675.0	-0.000003	0.000163	0.012550	0.500762	-0.000011
675.5	-0.000003	0.000170	0.012092	0.498016	-0.000004
676.0	-0.000004	0.000168	0.011626	0.495410	-0.000009
676.5	0.000008	0.000168	0.011189	0.492713	0.000007
677.0	-0.000008	0.000170	0.010766	0.490076	-0.000014
677.5	-0.000001	0.000184	0.010370	0.487338	-0.000006
678.0	-0.000001	0.000184	0.009979	0.484633	-0.000003
678.5	-0.000001	0.000189	0.009610	0.482196	-0.000006
679.0	0.000003	0.000211	0.009251	0.479352	-0.000005
679.5	-0.000010	0.000216	0.008896	0.476699	0.000004
680.0	0.000008	0.000226	0.008546	0.473846	-0.000001
680.5	-0.000010	0.000221	0.008206	0.471191	-0.000012
681.0	-0.000003	0.000219	0.007870	0.468349	-0.000006
681.5	-0.000016	0.000239	0.007581	0.465718	0.000009
682.0	-0.000005	0.000245	0.007276	0.462924	-0.000004
682.5	-0.000001	0.000249	0.006999	0.460240	0.000004
683.0	0.000000	0.000251	0.006719	0.457532	0.000008
683.5	0.000012	0.000262	0.006435	0.454607	-0.000007
684.0	0.000007	0.000264	0.006185	0.452023	-0.000004
684.5	0.000014	0.000259	0.005939	0.449160	0.000004
685.0	0.000001	0.000268	0.005687	0.446378	0.000002
685.5	-0.000011	0.000267	0.005461	0.443675	-0.000020
686.0	0.000001	0.000289	0.005238	0.440921	0.000000
686.5	0.000012	0.000279	0.005023	0.438262	-0.000016
687.0	0.000019	0.000292	0.004831	0.435532	0.000000
687.5	0.000008	0.000291	0.004623	0.432731	0.000000
688.0	0.000005	0.000290	0.004429	0.430068	-0.000001
688.5	0.000016	0.000285	0.004262	0.427353	0.000003
689.0	0.000025	0.000289	0.004064	0.424597	0.000004
689.5	0.000022	0.000287	0.003910	0.421923	0.000001
690.0	0.000035	0.000299	0.003747	0.419208	0.000002
690.5	0.000034	0.000290	0.003580	0.416464	0.000004
691.0	0.000056	0.000290	0.003437	0.413729	0.000008
691.5	0.000055	0.000294	0.003281	0.410942	0.000025
692.0	0.000053	0.000294	0.003150	0.408240	0.000041
692.5	0.000059	0.000291	0.003020	0.405574	0.000042
693.0	0.000073	0.000285	0.002879	0.402717	0.000075
693.5	0.000083	0.000284	0.002751	0.400115	0.000095
694.0	0.000078	0.000293	0.002642	0.397306	0.000140
694.5	0.000095	0.000288	0.002514	0.394707	0.000188
695.0	0.000114	0.000283	0.002410	0.391972	0.000247
695.5	0.000117	0.000278	0.002310	0.389236	0.000353
696.0	0.000138	0.000267	0.002209	0.386602	0.000479
696.5	0.000143	0.000275	0.002109	0.383922	0.000607
697.0	0.000155	0.000261	0.002015	0.381188	0.000803
697.5	0.000158	0.000261	0.001914	0.378668	0.001065
698.0	0.000171	0.000256	0.001842	0.375933	0.001360
698.5	0.000193	0.000256	0.001767	0.373282	0.001740
699.0	0.000202	0.000237	0.001678	0.370752	0.002203
699.5	0.000213	0.000243	0.001618	0.368036	0.002786
700.0	0.000225	0.000237	0.001543	0.365506	0.003451
700.5	0.000257	0.000230	0.001476	0.362824	0.004266
701.0	0.000269	0.000228	0.001406	0.360210	0.005265
701.5	0.000269	0.000213	0.001349	0.357738	0.006384
702.0	0.000292	0.000212	0.001289	0.355040	0.007762
702.5	0.000300	0.000205	0.001231	0.352505	0.009309
703.0	0.000312	0.000190	0.001159	0.349846	0.011103
703.5	0.000337	0.000201	0.001116	0.347339	0.013261
704.0	0.000345	0.000191	0.001064	0.344725	0.015604
704.5	0.000351	0.000171	0.001018	0.342263	0.018279
705.0	0.000372	0.000163	0.000975	0.339577	0.021308
705.5	0.000376	0.000183	0.000924	0.337158	0.024682
706.0	0.000384	0.000165	0.000888	0.334472	0.028473
706.5	0.000413	0.000165	0.000837	0.332086	0.032674
707.0	0.000418	0.000153	0.000807	0.329518	0.037257
707.5	0.000421	0.000133	0.000760	0.327067	0.042412
708.0	0.000437	0.000146	0.000726	0.324548	0.047759
708.5	0.000444	0.000127	0.000694	0.322112	0.053699
709.0	0.000444	0.000137	0.000649	0.319540	0.060096
709.5	0.000459	0.000136	0.000635	0.317183	0.066921
710.0	0.000458	0.000127	0.000597	0.314710	0.074406
710.5	0.000466	0.000132	0.000570	0.312346	0.082099
711.0	0.000479	0.000090	0.000558	0.309945	0.090327
711.5	0.000467	0.000113	0.000519	0.307418	0.099338
712.0	0.000468	0.000108	0.000497	0.305019	0.108453
712.5	0.000484	0.000096	0.000464	0.302671	0.118249
713.0	0.000479	0.000081	0.000455	0.300197	0.128654
713.5	0.000487	0.000098	0.000443	0.297956	0.139193
714.0	0.000470	0.000087	0.000413	0.295511	0.150294
714.5	0.000489	0.000088	0.000392	0.293021	0.161560
715.0	0.000479	0.000073	0.000373	0.290764	0.173335
715.5	0.000477	0.000078	0.000362	0.288388	0.185940
716.0	0.000475	0.000080	0.000332	0.286151	0.198241
716.5	0.000475	0.000067	0.000312	0.283664	0.211346
717.0	0.000477	0.000068	0.000301	0.281309	0.224716
717.5	0.000464	0.000066	0.000300	0.279154	0.237872
718.0	0.000467	0.000074	0.000281	0.276910	0.251740
718.5	0.000452	0.000054	0.000259	0.274534	0.265420
719.0	0.000449	0.000055	0.000237	0.272286	0.279388
719.5	0.000424	0.000066	0.000231	0.269989	0.293973
720.0	0.000439	0.000030	0.000227	0.267869	0.308076
720.5	0.000432	0.000046	0.000204	0.265505	0.322497
721.0	0.000419	0.000060	0.000211	0.263302	0.337258
721.5	0.000405	0.000039	0.000202	0.261187	0.351370
722.0	0.000428	0.000046	0.000198	0.258985	0.366075
722.5	0.000409	0.000037	0.000177	0.256745	0.380625
723.0	0.000397	0.000037	0.000173	0.254657	0.395058
723.5	0.000383	0.000039	0.000160	0.252344	0.409868
724.0	0.000369	0.000041	0.000154	0.250290	0.424066
724.5	0.000369	0.000031	0.000160	0.248130	0.438282
725.0	0.000366	0.000035	0.000144	0.245982	0.453145
725.5	0.000361	0.000040	0.000124	0.243843	0.467011
726.0	0.000348	0.000036	0.000113	0.241686	0.481256
726.5	0.000335	0.000031	0.000108	0.239584	0.495158
727.0	0.000334	0.000038	0.000105	0.237461	0.508706
727.5	0.000334	0.000016	0.000113	0.235291	0.522387
728.0	0.000321	0.000027	0.000087	0.233328	0.535328
728.5	0.000305	0.000016	0.000101	0.231283	0.548505
729.0	0.000303	0.000016	0.000091	0.229093	0.561832
729.5	0.000290	0.000011	0.000078	0.227117	0.574412
730.0	0.000287	0.000022	0.000086	0.225113	0.586898
730.5	0.000292	0.000017	0.000069	0.223046	0.598968
731.0	0.000275	0.000021	0.000071	0.221121	0.610954
731.5	0.000263	0.000026	0.000070	0.218994	0.622938
732.0	0.000268	0.000013	0.000059	0.217073	0.634124
732.5	0.000250	0.000025	0.000061	0.215081	0.645604
733.0	0.000240	0.000018	0.000059	0.213109	0.656534
733.5	0.000243	0.000024	0.000056	0.211159	0.666848
734.0	0.000241	0.000015	0.000053	0.209163	0.677637
734.5	0.000229	0.000013	0.000060	0.207238	0.687769
735.0	0.000218	0.000011	0.000043	0.205301	0.697555
735.5	0.000220	0.000014	0.000048	0.203313	0.707422
736.0	0.000215	0.000000	0.000047	0.201435	0.716933
736.5	0.000218	-0.000002	0.000040	0.199586	0.725618
737.0	0.000198	0.000012	0.000031	0.197545	0.734749
737.5	0.000207	0.000017	0.000031	0.195791	0.743239
738.0	0.000191	0.000021	0.000037	0.193888	0.751839
738.5	0.000183	0.000006	0.000037	0.191880	0.759485
739.0	0.000180	-0.000001	0.000034	0.190065	0.767458
739.5	0.000181	-0.000003	0.000013	0.188309	0.775402
740.0	0.000173	0.000008	0.000019	0.186381	0.782162
740.5	0.000161	0.000019	0.000026	0.184550	0.789242
741.0	0.000170	0.000010	0.000017	0.182803	0.796388
741.5	0.000157	-0.000002	0.000037	0.181004	0.803074
742.0	0.000151	0.000001	0.000022	0.179097	0.809298
742.5	0.000151	0.000007	0.000015	0.177381	0.815729
743.0	0.000142	0.000004	0.000030	0.175662	0.821498
743.5	0.000149	0.000017	0.000017	0.173873	0.827318
744.0	0.000139	-0.000006	0.000019	0.172102	0.832617
744.5	0.000121	0.000001	0.000027	0.170383	0.838191
745.0	0.000126	-0.000009	0.000014	0.168712	0.843441
745.5	0.000109	-0.000001	0.000017	0.166952	0.848145
746.0	0.000125	-0.000001	0.000020	0.165286	0.852949
746.5	0.000117	0.000015	0.000022	0.163544	0.857718
747.0	0.000125	0.000003	0.000027	0.161887	0.862094
747.5	0.000116	0.000000	0.000020	0.160138	0.866463
748.0	0.000100	0.000008	0.000011	0.158482	0.870401
748.5	0.000100	0.000011	0.000008	0.156820	0.874500
749.0	0.000100	0.000003	0.000017	0.155186	0.878410
749.5	0.000105	0.000009	0.000003	0.153593	0.881898
750.0	0.000095	-0.000004	0.000010	0.151918	0.885534
750.5	0.000086	0.000005	0.000020	0.150307	0.889216
751.0	0.000082	-0.000003	0.000011	0.148757	0.892368
751.5	0.000072	0.000010	0.000007	0.147116	0.895464
752.0	0.000092	-0.000012	0.000022	0.145524	0.898468
752.5	0.000074	-0.000005	0.000016	0.143934	0.901324
753.0	0.000074	-0.000002	-0.000001	0.142388	0.904129
753.5	0.000071	0.000006	-0.000008	0.140800	0.906549
754.0	0.000066	0.000002	0.000005	0.139330	0.909238
754.5	0.000061	-0.000009	0.000013	0.137789	0.911714
755.0	0.000075	-0.000015	0.000004	0.136288	0.914190
755.5	0.000059	0.000005	-0.000002	0.134756	0.916360
756.0	0.000060	-0.000010	-0.000008	0.133265	0.918648
756.5	0.000068	0.000005	0.000000	0.131783	0.920764
757.0	0.000052	0.000008	-0.000009	0.130320	0.922616
757.5	0.000053	-0.000001	0.000018	0.128851	0.924644
758.0	0.000069	-0.000004	0.000006	0.127361	0.926160
758.5	0.000040	-0.000004	0.000011	0.125968	0.928073
759.0	0.000034	-0.000010	0.000008	0.124564	0.929582
759.5	0.000042	0.000002	-0.000005	0.123105	0.931597
760.0	0.000036	0.000001	0.000006	0.121688	0.932945
760.5	0.000037	-0.000005	-0.000008	0.120267	0.934551
761.0	0.000043	0.000003	0.000003	0.118885	0.935986
761.5	0.000036	-0.000003	-0.000002	0.117500	0.937113
762.0	0.000029	-0.000005	-0.000003	0.116126	0.938625
762.5	0.000032	-0.000003	0.000004	0.114747	0.939576
763.0	0.000035	0.000003	0.000003	0.113482	0.941140
763.5	0.000032	0.000008	-0.000008	0.112070	0.942149
764.0	0.000022	-0.000022	-0.000008	0.110794	0.943186
764.5	0.000026	-0.000002	-0.000012	0.109504	0.944208
765.0	0.000029	-0.000005	-0.000002	0.108167	0.945049
765.5	0.000039	-0.000006	0.000004	0.106919	0.945886
766.0	0.000015	-0.000005	-0.000007	0.105636	0.946807
766.5	0.000023	0.000000	0.000000	0.104357	0.947671
767.0	0.000024	-0.000006	0.000001	0.103161	0.948543
767.5	0.000018	-0.000015	-0.000010	0.101922	0.949576
768.0	0.000028	-0.000019	-0.000003	0.100733	0.950154
768.5	0.000020	0.000009	-0.000006	0.099492	0.950865
769.0	0.000025	0.000009	-0.000006	0.098227	0.951701
769.5	0.000002	-0.000005	-0.000012	0.097040	0.952420
770.0	0.000020	-0.000005	-0.000003	0.095865	0.952841
770.5	0.000016	-0.000008	-0.000004	0.094612	0.953109
771.0	0.000033	-0.000005	-0.000013	0.093525	0.954075
771.5	-0.000001	-0.000012	-0.000010	0.092356	0.954159
772.0	0.000034	0.000001	-0.000003	0.091211	0.955021
772.5	0.000012	-0.000011	-0.000008	0.090118	0.955173
773.0	0.000020	0.000017	-0.000010	0.088966	0.955814
773.5	0.000004	-0.000015	-0.000004	0.087885	0.956524
774.0	0.000009	0.000004	0.000010	0.086736	0.956874
774.5	0.000009	0.000020	-0.000006	0.085662	0.957086
775.0	0.000016	-0.000002	-0.000004	0.084634	0.957376
775.5	0.000003	0.000009	-0.000006	0.083512	0.958085
776.0	0.000005	0.000006	-0.000019	0.082469	0.958173
776.5	0.000014	-0.000010	-0.000005	0.081394	0.958459
777.0	0.000011	-0.000002	-0.000012	0.080332	0.958913
777.5	0.000009	0.000002	-0.000009	0.079314	0.959091
778.0	0.000011	-0.000001	0.000009	0.078307	0.959252
778.5	0.000001	-0.000011	-0.000005	0.077326	0.959499
779.0	0.000013	-0.000008	-0.000003	0.076324	0.959701
779.5	0.000008	-0.000007	-0.000006	0.075352	0.959960
780.0	0.000008	0.000003	0.000014	0.074322	0.960145
780.5	0.000014	-0.000002	-0.000001	0.073329	0.960277
781.0	-0.000004	-0.000001	0.000007	0.072418	0.960779
781.5	0.000002	0.000004	-0.000010	0.071491	0.960366
782.0	0.000011	0.000009	-0.000004	0.070513	0.960703
782.5	-0.000004	-0.000012	-0.000007	0.069642	0.960788
783.0	-0.000007	0.000000	0.000002	0.068720	0.961162
783.5	-0.000004	0.000003	-0.000004	0.067773	0.961240
784.0	-0.000002	-0.000001	-0.000001	0.066856	0.961339
784.5	0.000008	0.000005	-0.000016	0.065995	0.961268
785.0	0.000009	0.000003	-0.000007	0.065094	0.961335
785.5	-0.000005	-0.000001	0.000005	0.064231	0.961309
786.0	-0.000003	-0.000010	0.000004	0.063408	0.961435
786.5	0.000002	0.000000	0.000003	0.062507	0.961401
787.0	-0.000007	-0.000009	0.000002	0.061724	0.961361
787.5	0.000003	0.000005	0.000003	0.060896	0.961291
788.0	-0.000001	-0.000014	0.000001	0.060063	0.961492
788.5	0.000006	0.000002	-0.000002	0.059288	0.961603
789.0	0.000007	-0.000014	0.000006	0.058446	0.961669
789.5	-0.000001	-0.000011	-0.000002	0.057633	0.961714
790.0	0.000012	-0.000008	-0.000012	0.056863	0.961611
790.5	-0.000003	0.000004	-0.000012	0.056079	0.962035
791.0	0.000004	-0.000008	0.000005	0.055293	0.961415
791.5	0.000007	-0.000004	-0.000007	0.054592	0.961323
792.0	0.000006	-0.000008	-0.000003	0.053813	0.961509
792.5	-0.000005	-0.000006	-0.000012	0.053034	0.961469
793.0	-0.000001	0.000001	0.000010	0.052291	0.961496
793.5	0.000007	-0.000007	-0.000008	0.051578	0.961375
794.0	0.000005	0.000000	0.000000	0.050853	0.961329
794.5	0.000002	-0.000010	0.000001	0.050176	0.961189
795.0	-0.000012	-0.000008	-0.000004	0.049496	0.961105
795.5	0.000004	-0.000019	0.000000	0.048797	0.960944
796.0	0.000010	-0.000003	-0.000002	0.048110	0.961306
796.5	-0.000003	0.000011	-0.000003	0.047463	0.961139
797.0	0.000007	-0.000009	0.000005	0.046762	0.960891
797.5	-0.000002	-0.000002	-0.000004	0.046103	0.961049
798.0	0.000009	0.000005	-0.000009	0.045441	0.960747
798.5	0.000003	0.000003	-0.000001	0.044804	0.960448
799.0	0.000009	-0.000004	0.000003	0.044151	0.960735
799.5	0.000005	-0.000013	-0.000014	0.043507	0.960395
800.0	-0.000014	-0.000004	-0.000015	0.042893	0.960832
800.5	-0.000003	0.000011	-0.000017	0.042305	0.960177
801.0	-0.000006	0.000008	-0.000011	0.041662	0.960107
801.5	0.000000	0.000006	-0.000005	0.041092	0.960072
802.0	0.000006	0.000000	-0.000017	0.040487	0.959566
802.5	-0.000008	-0.000011	-0.000005	0.039928	0.959805
803.0	-0.000001	-0.000011	-0.000013	0.039316	0.959914
803.5	-0.000004	0.000001	-0.000001	0.038760	0.959320
804.0	0.000003	-0.000010	-0.000005	0.038194	0.959566
804.5	0.000001	0.000003	-0.000007	0.037652	0.959212
805.0	0.000003	-0.000002	-0.000008	0.037079	0.959162
805.5	-0.000016	-0.000004	-0.000016	0.036525	0.959136
806.0	0.000000	-0.000006	-0.000004	0.036013	0.959097
806.5	-0.000009	0.000001	-0.000012	0.035463	0.958739
807.0	0.000010	-0.000017	0.000019	0.034942	0.958295
807.5	-0.000010	-0.000007	-0.000009	0.034478	0.958584
808.0	0.000000	-0.000013	0.000004	0.033947	0.958466
808.5	0.000005	-0.000006	-0.000009	0.033440	0.958272
809.0	-0.000004	-0.000004	-0.000017	0.032942	0.958110
809.5	-0.000017	-0.000014	-0.000014	0.032468	0.958454
810.0	-0.000004	-0.000002	-0.000002	0.031994	0.957567
810.5	-0.000002	-0.000009	-0.000006	0.031496	0.957193
811.0	0.000005	0.000007	-0.000008	0.031017	0.957651
811.5	-0.000004	0.000003	-0.000003	0.030569	0.957297
812.0	0.000006	-0.000002	0.000001	0.030101	0.957538
812.5	-0.000005	-0.000006	-0.000010	0.029630	0.957079
813.0	-0.000010	-0.000011	-0.000018	0.029217	0.957058
813.5	0.000006	0.000009	-0.000002	0.028798	0.956890
814.0	-0.000003	0.000004	0.000006	0.028368	0.957158
814.5	0.000001	-0.000010	-0.000015	0.027864	0.956674
815.0	-0.000003	-0.000012	-0.000007	0.027503	0.956832
815.5	0.000009	-0.000005	-0.000016	0.027040	0.956628
816.0	-0.000007	-0.000007	-0.000003	0.026626	0.956369
816.5	0.000007	-0.000001	0.000016	0.026297	0.956016
817.0	-0.000011	-0.000002	0.000002	0.025860	0.956246
817.5	0.000002	-0.000005	-0.000015	0.025500	0.956473
818.0	-0.000009	-0.000002	0.000002	0.025051	0.955689
818.5	0.000000	-0.000018	-0.000001	0.024699	0.956160
819.0	-0.000011	0.000002	0.000001	0.024293	0.955525
819.5	-0.000007	0.000002	-0.000005	0.023928	0.955699
820.0	-0.000006	0.000005	0.000000	0.023556	0.955719
820.5	-0.000003	-0.000007	-0.000005	0.023183	0.955834
821.0	-0.000002	0.000001	0.000004	0.022854	0.955583
821.5	-0.000014	-0.000002	0.000001	0.022475	0.955109
822.0	0.000006	-0.000005	-0.000013	0.022093	0.954930
822.5	0.000003	0.000008	0.000003	0.021786	0.954790
823.0	-0.000002	0.000000	-0.000018	0.021450	0.955003
823.5	-0.000008	-0.000009	0.000007	0.021116	0.954747
824.0	-0.000010	0.000002	0.000003	0.020788	0.954585
824.5	0.000002	0.000006	-0.000020	0.020426	0.954856
825.0	-0.000010	-0.000017	-0.000003	0.020133	0.954426
825.5	-0.000011	-0.000005	-0.000019	0.019786	0.954417
826.0	0.000010	0.000002	-0.000002	0.019512	0.953961
826.5	-0.000002	-0.000001	-0.000008	0.019169	0.953297
827.0	-0.000010	-0.000018	0.000011	0.018881	0.953835
827.5	-0.000005	0.000005	-0.000003	0.018579	0.953442
828.0	-0.000002	0.000000	-0.000014	0.018282	0.953233
828.5	0.000004	-0.000003	-0.000013	0.018019	0.953310
829.0	0.000002	-0.000011	-0.000001	0.017752	0.952635
829.5	-0.000001	-0.000012	-0.000002	0.017440	0.952616
830.0	-0.000003	-0.000008	0.000001	0.017149	0.952619
830.5	-0.000001	-0.000003	-0.000003	0.016872	0.952005
831.0	-0.000014	0.000004	-0.000004	0.016624	0.951973
831.5	-0.000012	0.000021	0.000003	0.016347	0.952318
832.0	-0.000006	0.000004	-0.000006	0.016130	0.951705
832.5	0.000001	-0.000008	-0.000001	0.015867	0.951580
833.0	-0.000003	-0.000005	-0.000008	0.015564	0.951218
833.5	-0.000002	0.000002	-0.000010	0.015318	0.950686
834.0	-0.000008	-0.000008	-0.000004	0.015062	0.950903
834.5	0.000005	-0.000003	-0.000008	0.014836	0.950402
835.0	-0.000008	0.000000	-0.000016	0.014593	0.950179
835.5	-0.000004	-0.000005	0.000001	0.014363	0.950223
836.0	-0.000009	-0.000002	-0.000005	0.014165	0.949590
836.5	0.000006	-0.000002	-0.000003	0.013918	0.949523
837.0	-0.000012	-0.000013	-0.000008	0.013686	0.949204
837.5	-0.000001	-0.000008	-0.000009	0.013444	0.948711
838.0	-0.000016	-0.000011	0.000003	0.013239	0.948980
838.5	0.000000	0.000004	0.000004	0.013000	0.948480
839.0	-0.000002	-0.000004	-0.000019	0.012808	0.948252
839.5	-0.000007	-0.000009	-0.000015	0.012621	0.948333
840.0	-0.000003	0.000002	0.000009	0.012358	0.947533
840.5	-0.000006	0.000005	-0.000011	0.012199	0.947100
841.0	0.000000	-0.000002	0.000005	0.011975	0.947403
841.5	0.000001	0.000000	-0.000002	0.011758	0.947639
842.0	-0.000009	0.000003	-0.000006	0.011620	0.946936
842.5	-0.000001	-0.000010	0.000000	0.011412	0.946669
843.0	-0.000002	0.000009	-0.000011	0.011193	0.945849
843.5	0.000009	0.000009	0.000004	0.011055	0.945101
844.0	-0.000010	-0.000020	0.000003	0.010879	0.945525
844.5	0.000005	-0.000002	-0.000006	0.010668	0.944999
845.0	0.000004	-0.000004	-0.000012	0.010497	0.944911
845.5	-0.000014	-0.000008	0.000000	0.010343	0.944847
846.0	-0.000006	-0.000012	-0.000007	0.010168	0.944238
846.5	-0.000009	-0.000008	-0.000002	0.010010	0.943876
847.0	-0.000004	-0.000007	0.000002	0.009762	0.943179
847.5	-0.000004	-0.000002	-0.000024	0.009594	0.943439
848.0	-0.000005	-0.000004	-0.000012	0.009476	0.943160
848.5	0.000003	-0.000001	0.000003	0.009311	0.942527
849.0	-0.000005	-0.000006	-0.000005	0.009152	0.942644
849.5	-0.000001	0.000011	-0.000015	0.008989	0.941453
850.0	0.000001	0.000003	-0.000009	0.008864	0.941467
850.5	-0.000009	0.000001	-0.000005	0.008713	0.941133
851.0	-0.000005	-0.000006	-0.000004	0.008580	0.940887
851.5	-0.000004	-0.000015	-0.000008	0.008435	0.940324
852.0	-0.000007	0.000002	-0.000007	0.008263	0.940261
852.5	0.000001	-0.000002	-0.000004	0.008164	0.940055
853.0	0.000000	0.000005	-0.000003	0.008045	0.939470
853.5	-0.000001	0.000001	-0.000006	0.007891	0.938889
854.0	0.000002	-0.000009	0.000004	0.007721	0.938894
854.5	-0.000002	-0.000001	-0.000006	0.007568	0.938091
855.0	-0.000008	-0.000005	0.000001	0.007510	0.938385
855.5	-0.000011	-0.000001	-0.000012	0.007295	0.938837
856.0	0.000002	-0.000009	0.000006	0.007267	0.936717
856.5	0.000009	-0.000007	0.000000	0.007120	0.937532
857.0	-0.000004	-0.000004	-0.000007	0.006959	0.937032
857.5	0.000005	-0.000001	-0.000009	0.006919	0.936661
858.0	0.000001	-0.000007	-0.000004	0.006742	0.936334
858.5	-0.000012	-0.000002	-0.000001	0.006662	0.936406
859.0	0.000002	-0.000001	-0.000014	0.006485	0.936152
859.5	-0.000002	-0.000001	0.000010	0.006338	0.934882
860.0	-0.000010	0.000003	-0.000009	0.006336	0.935724
860.5	0.000009	-0.000011	0.000002	0.006224	0.934350
861.0	-0.000003	-0.000002	-0.000001	0.006074	0.933721
861.5	-0.000015	-0.000001	0.000008	0.005939	0.932332
862.0	-0.000004	-0.000006	-0.000004	0.005909	0.932492
862.5	0.000002	-0.000003	-0.000007	0.005802	0.933360
863.0	0.000001	-0.000003	0.000006	0.005700	0.932415
863.5	-0.000003	0.000004	0.000002	0.005544	0.932968
864.0	0.000001	-0.000019	0.000002	0.005446	0.931266
864.5	-0.000003	-0.000005	-0.000001	0.005324	0.930080
865.0	-0.000014	-0.000008	0.000010	0.005290	0.931510
865.5	0.000004	-0.000013	0.000016	0.005151	0.928435
866.0	-0.000004	-0.000006	-0.000006	0.005096	0.929827
866.5	0.000004	-0.000009	0.000004	0.004971	0.929326
867.0	-0.000014	0.000004	0.000004	0.004960	0.928523
867.5	-0.000002	0.000010	0.000007	0.004892	0.929610
868.0	0.000003	-0.000019	0.000004	0.004799	0.928977
868.5	0.000004	-0.000011	0.000005	0.004739	0.927947
869.0	0.000004	0.000000	-0.000001	0.004626	0.928902
869.5	0.000012	-0.000004	-0.000006	0.004519	0.927322
870.0	-0.000008	-0.000011	0.000008	0.004477	0.927743
870.5	-0.000006	-0.000005	-0.000001	0.004436	0.926592
871.0	0.000000	0.000003	-0.000010	0.004233	0.925272
871.5	-0.000001	-0.000001	-0.000009	0.004250	0.924054
872.0	-0.000011	0.000000	-0.000012	0.004134	0.923983
872.5	-0.000007	0.000005	-0.000011	0.004160	0.924712
873.0	0.000007	0.000005	0.000005	0.003978	0.928560
873.5	-0.000004	-0.000008	-0.000006	0.003950	0.925500
874.0	0.000000	0.000001	0.000003	0.003916	0.924400
874.5	-0.000003	0.000002	-0.000007	0.003865	0.923013
875.0	-0.000007	0.000000	-0.000004	0.003685	0.921230
875.5	0.000000	0.000008	-0.000013	0.003652	0.924449
876.0	-0.000004	-0.000008	-0.000009	0.003563	0.925025
876.5	-0.000004	-0.000003	-0.000004	0.003617	0.923777
877.0	-0.000003	-0.000005	-0.000006	0.003551	0.921628
877.5	-0.000014	0.000001	-0.000006	0.003385	0.922045
878.0	-0.000007	-0.000006	0.000003	0.003380	0.919874
878.5	-0.000003	-0.000010	-0.000004	0.003350	0.919275
879.0	-0.000001	-0.000010	0.000005	0.003271	0.919500
879.5	-0.000004	-0.000001	-0.000002	0.003170	0.917241
880.0	0.000003	0.000004	-0.000006	0.003220	0.918961
880.5	0.000001	-0.000005	0.000005	0.003065	0.918161
881.0	0.000009	0.000006	0.000001	0.002974	0.919342
881.5	-0.000001	-0.000010	0.000003	0.002949	0.917367
882.0	0.000009	-0.000005	-0.000010	0.002915	0.915829
882.5	0.000003	-0.000012	-0.000006	0.002801	0.917968
883.0	-0.000022	-0.000019	-0.000012	0.002920	0.917284
883.5	0.000010	-0.000002	0.000002	0.002853	0.916692
884.0	-0.000003	-0.000017	-0.000006	0.002628	0.916543
884.5	0.000002	0.000013	0.000004	0.002609	0.914940
885.0	0.000002	0.000001	-0.000011	0.002686	0.915245
885.5	-0.000003	0.000000	0.000003	0.002650	0.917819
886.0	-0.000006	-0.000010	-0.000011	0.002447	0.910253
886.5	-0.000024	0.000001	-0.000013	0.002534	0.912136
887.0	-0.000001	0.000002	0.000016	0.002486	0.914948
